productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extNumber,extRarity,extHP,extStage,extAttack1,extAttack2,extWeakness,extResistance,extRetreatCost,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extCardType,extCardText
90778,Zubat (53),Zubat 53,https://tcgplayer-cdn.tcgplayer.com/product/90778_200w.jpg,3,1413,https://cpt.tcgcsv.com/BkL,2023-01-10T17:04:59.983,1,53/135,Common,40,Basic,[1P] Wing Attack (20),,Lx2,F-20,1,0.14,0.38,5.0,0.4,,Normal,,"Free Flight - If this Pokemon has no Energy attached to it, this Pokemon has no Retreat Cost. (Ability)"
90778,Zubat (53),Zubat 53,https://tcgplayer-cdn.tcgplayer.com/product/90778_200w.jpg,3,1413,https://cpt.tcgcsv.com/BkL,2023-01-10T17:04:59.983,1,53/135,Common,40,Basic,[1P] Wing Attack (20),,Lx2,F-20,1,3.49,4.45,7.87,5.2,,Reverse Holofoil,,"Free Flight - If this Pokemon has no Energy attached to it, this Pokemon has no Retreat Cost. (Ability)"
98526,Plasma Storm Booster Pack,Plasma Storm Booster Pack,https://tcgplayer-cdn.tcgplayer.com/product/98526_200w.jpg,3,1413,https://cpt.tcgcsv.com/xqP,2017-07-22T17:07:40.757,1,,,,,,,,,,390.0,397.6,440.0,339.99,,Normal,,
98527,Plasma Storm Booster Box,Plasma Storm Booster Box,https://tcgplayer-cdn.tcgplayer.com/product/98527_200w.jpg,3,1413,https://cpt.tcgcsv.com/zqP,2015-05-06T13:39:32.353,1,,,,,,,,,,,,,,,,,
99152,Kanto Two Pack Blister [Starters],Kanto Two Pack Blister Starters,https://tcgplayer-cdn.tcgplayer.com/product/99152_200w.jpg,3,1413,https://cpt.tcgcsv.com/3HP,2022-02-16T13:50:58.18,1,,,,,,,,,,,,,,,,,
99153,Kanto Two Pack Blister [Legendary Birds],Kanto Two Pack Blister Legendary Birds,https://tcgplayer-cdn.tcgplayer.com/product/99153_200w.jpg,3,1413,https://cpt.tcgcsv.com/5HP,2022-02-16T13:51:13.243,1,,,,,,,,,,,,,,,,,
276601,Plasma Storm Sleeved Booster Pack Art Bundle [Set of 4],Plasma Storm Sleeved Booster Pack Art Bundle Set of 4,https://tcgplayer-cdn.tcgplayer.com/product/276601_200w.jpg,3,1413,https://cpt.tcgcsv.com/2Gd3,2022-06-20T19:51:53.867,0,,,,,,,,,,,,,,,,,"Collect each of the 4 unique art packs for Plasma Storm.
<br>Each Plasma Storm sleeved booster pack contains 10 random cards."
280564,Code Card - Kanto Two Pack Blister [Legendary Birds],Code Card Kanto Two Pack Blister Legendary Birds,https://tcgplayer-cdn.tcgplayer.com/product/280564_200w.jpg,3,1413,https://cpt.tcgcsv.com/jfg3,2022-07-27T20:55:08.163,1,,Code Card,,,,,,,,,,,,,,,"This listing is <strong>not</strong> a physical item. Please keep in mind that this <strong>Code Card</strong> listing represents a digital copy of the stated item for the Pokémon TCG Online <strong>and/or</strong> the Pokémon TCG Live games. You may receive the physical <strong>Code Card</strong>. Upon purchase, please work with your specific Seller by sending them a message using the <strong>Contact Seller</strong> button on the order details in your <a href=https://store.tcgplayer.com/myaccount/orderhistory>Order History</a> to opt in to having your <strong>Code Card</strong> code delivered digitally due to the nature of the product."
280565,Code Card - Kanto Two Pack Blister [Starters],Code Card Kanto Two Pack Blister Starters,https://tcgplayer-cdn.tcgplayer.com/product/280565_200w.jpg,3,1413,https://cpt.tcgcsv.com/kfg3,2022-07-27T20:55:17.107,1,,Code Card,,,,,,,,,,,,,,,"This listing is <strong>not</strong> a physical item. Please keep in mind that this <strong>Code Card</strong> listing represents a digital copy of the stated item for the Pokémon TCG Online <strong>and/or</strong> the Pokémon TCG Live games. You may receive the physical <strong>Code Card</strong>. Upon purchase, please work with your specific Seller by sending them a message using the <strong>Contact Seller</strong> button on the order details in your <a href=https://store.tcgplayer.com/myaccount/orderhistory>Order History</a> to opt in to having your <strong>Code Card</strong> code delivered digitally due to the nature of the product."
280566,Code Card - Plasma Storm Booster Pack,Code Card Plasma Storm Booster Pack,https://tcgplayer-cdn.tcgplayer.com/product/280566_200w.jpg,3,1413,https://cpt.tcgcsv.com/lfg3,2022-07-27T20:55:29.17,1,,Code Card,,,,,,,,0.35,0.42,1.99,,,Normal,,"This listing is <strong>not</strong> a physical item. Please keep in mind that this <strong>Code Card</strong> listing represents a digital copy of the stated item for the Pokémon TCG Online <strong>and/or</strong> the Pokémon TCG Live games. You may receive the physical <strong>Code Card</strong>. Upon purchase, please work with your specific Seller by sending them a message using the <strong>Contact Seller</strong> button on the order details in your <a href=https://store.tcgplayer.com/myaccount/orderhistory>Order History</a> to opt in to having your <strong>Code Card</strong> code delivered digitally due to the nature of the product."
