productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extNumber,extRarity,extCardType,extHP,extStage,extCardText,extAttack1,extWeakness,extResistance,extRetreatCost,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extAttack2
89662,Swablu (105),Swablu 105,https://tcgplayer-cdn.tcgplayer.com/product/89662_200w.jpg,3,1394,https://cpt.tcgcsv.com/gTK,2023-02-22T06:49:50.457,1,105/124,Common,Colorless,40,Basic,,[1] Peck (10),Lx2,F-20,1,0.26,0.79,4.99,0.78,,Reverse Holofoil,
89892,Terrakion EX,Terrakion EX,https://tcgplayer-cdn.tcgplayer.com/product/89892_200w.jpg,3,1394,https://cpt.tcgcsv.com/SZK,2023-01-06T17:03:42.29,1,71/124,Ultra Rare,Fighting,180,Basic,,[1F] Rock Tumble (50) This attack's damage isn't affected by Resistance.,Gx2,,3,5.0,6.6,8.27,6.7,,Holofoil,[1FF] Pump-up Smash (90) Attach 2 basic Energy cards from your hand to your Benched Pokemon in any way you like.
89893,Terrakion EX (121 Full Art),Terrakion EX 121 Full Art,https://tcgplayer-cdn.tcgplayer.com/product/89893_200w.jpg,3,1394,https://cpt.tcgcsv.com/TZK,2023-01-06T17:17:59.863,1,121/124,Ultra Rare,Fighting,180,Basic,,[1F] Rock Tumble (50) This attack's damage isn't affected by Resistance.,Gx2,,3,42.05,48.0,50.36,46.75,,Holofoil,[1FF] Pump-up Smash (90) Attach 2 basic Energy cards from your hand to your Benched Pokemon in any way you like.
89901,Throh,Throh,https://tcgplayer-cdn.tcgplayer.com/product/89901_200w.jpg,3,1394,https://cpt.tcgcsv.com/2-K,2023-01-06T17:03:20.257,1,68/124,Uncommon,Fighting,100,Basic,,"[2F] Squeeze (40+) Flip a coin.  If heads, this attack does 20 more damage and the Defending Pokemon is now Paralyzed.",Px2,,3,0.12,0.36,5.0,0.39,0.3,Normal,"[3F] Superpower (70+) You may do 20 more damage.  If you do, this Pokemon does 20 damage to itself."
89901,Throh,Throh,https://tcgplayer-cdn.tcgplayer.com/product/89901_200w.jpg,3,1394,https://cpt.tcgcsv.com/2-K,2023-01-06T17:03:20.257,1,68/124,Uncommon,Fighting,100,Basic,,"[2F] Squeeze (40+) Flip a coin.  If heads, this attack does 20 more damage and the Defending Pokemon is now Paralyzed.",Px2,,3,0.57,0.85,8.0,0.88,,Reverse Holofoil,"[3F] Superpower (70+) You may do 20 more damage.  If you do, this Pokemon does 20 damage to itself."
89947,Tool Scrapper,Tool Scrapper,https://tcgplayer-cdn.tcgplayer.com/product/89947_200w.jpg,3,1394,https://cpt.tcgcsv.com/Z-K,2023-07-08T15:38:07.923,1,116/124,Uncommon,Item,0,Item,You may play as many Item cards as you like during your turn (before your attack).,Choose up to 2 Pokemon Tool cards attached to Pokemon in play (yours and your opponent's) and discard them.,,,,0.25,0.51,5.0,0.63,,Normal,
89947,Tool Scrapper,Tool Scrapper,https://tcgplayer-cdn.tcgplayer.com/product/89947_200w.jpg,3,1394,https://cpt.tcgcsv.com/Z-K,2023-07-08T15:38:07.923,1,116/124,Uncommon,Item,0,Item,You may play as many Item cards as you like during your turn (before your attack).,Choose up to 2 Pokemon Tool cards attached to Pokemon in play (yours and your opponent's) and discard them.,,,,0.95,1.45,2.99,1.87,,Reverse Holofoil,
90066,Trubbish,Trubbish,https://tcgplayer-cdn.tcgplayer.com/product/90066_200w.jpg,3,1394,https://cpt.tcgcsv.com/l2L,2024-07-26T17:30:06.943,1,53/124,Common,Psychic,70,Basic,,[2] Pound (20),Px2,,2,0.19,0.49,5.0,0.56,,Normal,[2P] Poison Gas (30) The Defending Pokemon is now Poisoned.
90066,Trubbish,Trubbish,https://tcgplayer-cdn.tcgplayer.com/product/90066_200w.jpg,3,1394,https://cpt.tcgcsv.com/l2L,2024-07-26T17:30:06.943,1,53/124,Common,Psychic,70,Basic,,[2] Pound (20),Px2,,2,2.48,2.48,2.48,1.89,,Reverse Holofoil,[2P] Poison Gas (30) The Defending Pokemon is now Poisoned.
90090,Tympole,Tympole,https://tcgplayer-cdn.tcgplayer.com/product/90090_200w.jpg,3,1394,https://cpt.tcgcsv.com/Q2L,2023-01-06T16:48:20.37,1,34/124,Common,Water,50,Basic,,"[W] Bubble (10) Flip a coin.  If heads, the Defending Pokemon is now Paralyzed.",Gx2,,1,0.14,0.25,3.0,0.24,0.24,Normal,
