productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extCardText,extUPC,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extRarity,extNumber,extCardType,extHP,extStage,extAttack1,extAttack2,extWeakness,extResistance,extRetreatCost
274436,Charmander,Charmander,https://tcgplayer-cdn.tcgplayer.com/product/274436_200w.jpg,3,3064,https://cpt.tcgcsv.com/LNc3,2025-11-12T17:19:10.913,1,,,0.02,0.2,2.0,0.16,0.1,Normal,Common,008/078,Fire,60,Basic,"[R] Tail on Fire (10)
<br>Search your deck for a Fire Energy card and attach it to this Pokémon. Then, shuffle your deck.",,Wx2,None,1
274438,Charmeleon,Charmeleon,https://tcgplayer-cdn.tcgplayer.com/product/274438_200w.jpg,3,3064,https://cpt.tcgcsv.com/NNc3,2025-10-31T18:11:31.737,1,,,0.2,0.5,2.99,0.49,0.36,Reverse Holofoil,Uncommon,009/078,Fire,90,Stage 1,[1R] Scratch (30),"[2RR] Flamethrower (100)
<br>Discard a Fire Energy from this Pokémon.",Wx2,None,2
274438,Charmeleon,Charmeleon,https://tcgplayer-cdn.tcgplayer.com/product/274438_200w.jpg,3,3064,https://cpt.tcgcsv.com/NNc3,2025-10-31T18:11:31.737,1,,,0.01,0.2,20.0,0.15,0.09,Normal,Uncommon,009/078,Fire,90,Stage 1,[1R] Scratch (30),"[2RR] Flamethrower (100)
<br>Discard a Fire Energy from this Pokémon.",Wx2,None,2
274439,Charizard,Charizard,https://tcgplayer-cdn.tcgplayer.com/product/274439_200w.jpg,3,3064,https://cpt.tcgcsv.com/PNc3,2026-02-04T02:19:02.593,1,"<strong>Ability — Burn Brightly</em>
<br>Each basic R Energy attached to your Pokémon provides RR Energy. You can't apply more than 1 Burn Brightly Ability at a time.",,2.0,3.27,19.97,3.13,3.7,Reverse Holofoil,Holo Rare,010/078,Fire,170,Stage 2,"[2RR] Flare Blitz (170)
<br>Discard all R Energy from this Pokémon.",,Wx2,None,3
274439,Charizard,Charizard,https://tcgplayer-cdn.tcgplayer.com/product/274439_200w.jpg,3,3064,https://cpt.tcgcsv.com/PNc3,2026-02-04T02:19:02.593,1,"<strong>Ability — Burn Brightly</em>
<br>Each basic R Energy attached to your Pokémon provides RR Energy. You can't apply more than 1 Burn Brightly Ability at a time.",,1.22,2.99,50.0,2.52,2.0,Holofoil,Holo Rare,010/078,Fire,170,Stage 2,"[2RR] Flare Blitz (170)
<br>Discard all R Energy from this Pokémon.",,Wx2,None,3
274445,Squirtle,Squirtle,https://tcgplayer-cdn.tcgplayer.com/product/274445_200w.jpg,3,3064,https://cpt.tcgcsv.com/WNc3,2025-10-31T18:11:31.023,1,,,0.01,0.25,20.0,0.31,0.25,Normal,Common,015/078,Water,70,Basic,[W] Water Gun (20),,Lx2,None,1
274445,Squirtle,Squirtle,https://tcgplayer-cdn.tcgplayer.com/product/274445_200w.jpg,3,3064,https://cpt.tcgcsv.com/WNc3,2025-10-31T18:11:31.023,1,,,0.1,0.47,4.99,0.56,,Reverse Holofoil,Common,015/078,Water,70,Basic,[W] Water Gun (20),,Lx2,None,1
274451,Wartortle,Wartortle,https://tcgplayer-cdn.tcgplayer.com/product/274451_200w.jpg,3,3064,https://cpt.tcgcsv.com/2Pc3,2025-11-21T18:51:37.983,1,,,0.2,0.59,4.0,0.63,0.4,Reverse Holofoil,Uncommon,016/078,Water,90,Stage 1,[W] Water Gun (30),"[3] Hydro Pump (50+)
<br>This attack does 10 more damage for each W Energy attached to this Pokémon.",Lx2,None,2
274451,Wartortle,Wartortle,https://tcgplayer-cdn.tcgplayer.com/product/274451_200w.jpg,3,3064,https://cpt.tcgcsv.com/2Pc3,2025-11-21T18:51:37.983,1,,,0.03,0.2,2.0,0.17,0.1,Normal,Uncommon,016/078,Water,90,Stage 1,[W] Water Gun (30),"[3] Hydro Pump (50+)
<br>This attack does 10 more damage for each W Energy attached to this Pokémon.",Lx2,None,2
274453,Blastoise,Blastoise,https://tcgplayer-cdn.tcgplayer.com/product/274453_200w.jpg,3,3064,https://cpt.tcgcsv.com/5Pc3,2026-02-16T18:22:52.28,1,"<strong>Ability — Vitality Spring</strong>
<br>Once during your turn, you may search your deck for up to 6 Energy cards and attach them to your Pokémon in any way you like. Then, shuffle your deck. If you use this Ability, your turn ends.",,0.85,1.54,14.97,1.54,,Reverse Holofoil,Holo Rare,017/078,Water,170,Stage 2,"[3] Hydro Pump (90+)
<br>This attack does 30 more damage for each W Energy attached to this Pokémon.",,Lx2,None,3
