productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extNumber,extRarity,extCardType,extHP,extStage,extCardText,extAttack1,extWeakness,extResistance,extRetreatCost,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extAttack2,extAttack3,extUPC
88619,Rattata,Rattata,https://tcgplayer-cdn.tcgplayer.com/product/88619_200w.jpg,3,1391,https://cpt.tcgcsv.com/psK,2023-11-14T21:47:17.923,1,73/99,Common,Colorless,30,Basic,,"[1] Lunge (30) Flip a coin.  If tails, this attack does nothing.",F+10,,0,3.95,4.0,5.0,3.89,,Reverse Holofoil,,,
88899,Salamence,Salamence,https://tcgplayer-cdn.tcgplayer.com/product/88899_200w.jpg,3,1391,https://cpt.tcgcsv.com/_zK,2023-11-14T21:28:43.893,1,8/99,Holo Rare,Colorless,140,Stage 2,"Top Accelerator - Once during your turn (before your attack), you may reveal the top card of your deck.  If that card is a basic Energy card, attach it to 1 of your Pokemon.  If that card isn't a basic Energy card, discard it.  This power can't be used if Salamence is affected by a Special Condition.  (Poke-POWER)",[1RW] Shoot Through (50) Does 20 damage to 1 of your opponent's Benched Pokemon.  (Don't apply Weakness and Resistance for Benched Pokemon.),C+30,F-20,2,4.5,6.0,35.0,6.67,,Holofoil,[4] Dragon Claw (70),,
88899,Salamence,Salamence,https://tcgplayer-cdn.tcgplayer.com/product/88899_200w.jpg,3,1391,https://cpt.tcgcsv.com/_zK,2023-11-14T21:28:43.893,1,8/99,Holo Rare,Colorless,140,Stage 2,"Top Accelerator - Once during your turn (before your attack), you may reveal the top card of your deck.  If that card is a basic Energy card, attach it to 1 of your Pokemon.  If that card isn't a basic Energy card, discard it.  This power can't be used if Salamence is affected by a Special Condition.  (Poke-POWER)",[1RW] Shoot Through (50) Does 20 damage to 1 of your opponent's Benched Pokemon.  (Don't apply Weakness and Resistance for Benched Pokemon.),C+30,F-20,2,6.67,8.12,10.8,8.38,,Reverse Holofoil,[4] Dragon Claw (70),,
88906,Salamence Lv.X,Salamence LvX,https://tcgplayer-cdn.tcgplayer.com/product/88906_200w.jpg,3,1391,https://cpt.tcgcsv.com/8BK,2023-11-14T21:50:48.853,1,98/99,Ultra Rare,Colorless,160,Level Up,"Double Fall - Once during your turn (before your attack), when you put Salamence LV.X from your hand onto your Active Salamence, you may use this power.  For each of your opponent's Pokemon that is Knocked Out by damage from Salamence's attacks this turn, take 1 more Prize card.  (Poke-POWER)",[2RW] Steam Blast (100) Discard an Energy card attached to Salamence.,Cx2,F-20,2,69.0,114.02,241.58,69.78,,Holofoil,,,
88951,Sceptile (30),Sceptile 30,https://tcgplayer-cdn.tcgplayer.com/product/88951_200w.jpg,3,1391,https://cpt.tcgcsv.com/2CK,2023-11-14T21:34:07.017,1,30/99,Rare,Grass,120,Stage 2,"Green Breath - When you attach a G Energy card from your hand to Sceptile, remove 2 damage counters from Sceptile.  (Poke-BODY)",[G] Leaf Blast (20x) Does 20 damage times the amount of G Energy attached to Sceptile.,R+30,W-20,2,1.0,2.8,4.75,2.65,,Normal,[3G] Poison Claws (60) The Defending Pokemon is now Poisoned.,,
88951,Sceptile (30),Sceptile 30,https://tcgplayer-cdn.tcgplayer.com/product/88951_200w.jpg,3,1391,https://cpt.tcgcsv.com/2CK,2023-11-14T21:34:07.017,1,30/99,Rare,Grass,120,Stage 2,"Green Breath - When you attach a G Energy card from your hand to Sceptile, remove 2 damage counters from Sceptile.  (Poke-BODY)",[G] Leaf Blast (20x) Does 20 damage times the amount of G Energy attached to Sceptile.,R+30,W-20,2,3.5,5.12,6.33,5.55,,Reverse Holofoil,[3G] Poison Claws (60) The Defending Pokemon is now Poisoned.,,
88952,Sceptile (31),Sceptile 31,https://tcgplayer-cdn.tcgplayer.com/product/88952_200w.jpg,3,1391,https://cpt.tcgcsv.com/3CK,2025-11-11T21:13:15.987,1,31/99,Rare,Grass,130,Stage 2,,[G] Leaf Supply (30) You may attach a basic Energy card from your hand to 1 of your Pokemon.,R+30,W-20,1,0.99,1.79,96.95,2.27,2.0,Normal,[2G] Dual Cut (70x) Flip 2 coins.  This attack does 70 damage times the number of heads.,,
88952,Sceptile (31),Sceptile 31,https://tcgplayer-cdn.tcgplayer.com/product/88952_200w.jpg,3,1391,https://cpt.tcgcsv.com/3CK,2025-11-11T21:13:15.987,1,31/99,Rare,Grass,130,Stage 2,,[G] Leaf Supply (30) You may attach a basic Energy card from your hand to 1 of your Pokemon.,R+30,W-20,1,5.85,12.39,19.2,3.99,,Reverse Holofoil,[2G] Dual Cut (70x) Flip 2 coins.  This attack does 70 damage times the number of heads.,,
89129,Shelgon,Shelgon,https://tcgplayer-cdn.tcgplayer.com/product/89129_200w.jpg,3,1391,https://cpt.tcgcsv.com/CGK,2025-10-01T02:29:18.457,1,48/99,Uncommon,Colorless,80,Stage 1,,"[1] Scrunch - Flip a coin.  If heads, prevent all damage done to Shelgon during your opponent's next turn.",C+20,,1,0.17,0.38,1.22,0.45,,Normal,"[3] Dragon Bump (40+) If Shelgon has any basic R Energy and any basic W Energy attached to it, this attack does 40 damage plus 20 more damage.",,
89129,Shelgon,Shelgon,https://tcgplayer-cdn.tcgplayer.com/product/89129_200w.jpg,3,1391,https://cpt.tcgcsv.com/CGK,2025-10-01T02:29:18.457,1,48/99,Uncommon,Colorless,80,Stage 1,,"[1] Scrunch - Flip a coin.  If heads, prevent all damage done to Shelgon during your opponent's next turn.",C+20,,1,0.56,1.45,5.0,1.64,,Reverse Holofoil,"[3] Dragon Bump (40+) If Shelgon has any basic R Energy and any basic W Energy attached to it, this attack does 40 damage plus 20 more damage.",,
89177,Shinx,Shinx,https://tcgplayer-cdn.tcgplayer.com/product/89177_200w.jpg,3,1391,https://cpt.tcgcsv.com/zHK,2023-11-14T21:47:25.98,1,74/99,Common,Lightning,60,Basic,,[1] Gnaw (10),F+10,M-20,1,0.08,0.37,5.0,0.38,,Normal,"[2] Swagger (20) Flip a coin.  If heads, discard an Energy card attached to the Defending Pokemon.",,
89177,Shinx,Shinx,https://tcgplayer-cdn.tcgplayer.com/product/89177_200w.jpg,3,1391,https://cpt.tcgcsv.com/zHK,2023-11-14T21:47:25.98,1,74/99,Common,Lightning,60,Basic,,[1] Gnaw (10),F+10,M-20,1,3.2,3.78,4.75,6.07,,Reverse Holofoil,"[2] Swagger (20) Flip a coin.  If heads, discard an Energy card attached to the Defending Pokemon.",,
89178,Shinx (Shiny),Shinx Shiny,https://tcgplayer-cdn.tcgplayer.com/product/89178_200w.jpg,3,1391,https://cpt.tcgcsv.com/BHK,2021-10-22T18:14:13.903,1,SH12,Shiny Holo Rare,Lightning,50,Basic,"<strong>Poke-BODY — Star Barrier</strong>
<br>As long as Shinx has any Energy attached to it, Shinx has no Weakness.","[L] Payback (10+) 
<br>If your opponent has only 1 Prize card left, this attack does 10 damage plus 30 more damage.",F+10,M-20,1,106.31,163.49,199.99,116.49,,Reverse Holofoil,,,
89403,Snorunt,Snorunt,https://tcgplayer-cdn.tcgplayer.com/product/89403_200w.jpg,3,1391,https://cpt.tcgcsv.com/5NK,2024-10-18T12:08:15.577,1,75/99,Common,Water,50,Basic,,"[1] Ice Breath - Flip a coin.  If heads, the Defending Pokemon is now Paralyzed.",M+10,,1,0.5,1.43,6.99,0.85,,Normal,[1W] Double Headbutt (20x) Flip 2 coins.  This attack does 20 damage times the number of heads.,,
89403,Snorunt,Snorunt,https://tcgplayer-cdn.tcgplayer.com/product/89403_200w.jpg,3,1391,https://cpt.tcgcsv.com/5NK,2024-10-18T12:08:15.577,1,75/99,Common,Water,50,Basic,,"[1] Ice Breath - Flip a coin.  If heads, the Defending Pokemon is now Paralyzed.",M+10,,1,99.99,99.99,99.99,0.1,,Reverse Holofoil,[1W] Double Headbutt (20x) Flip 2 coins.  This attack does 20 damage times the number of heads.,,
89466,Spiritomb,Spiritomb,https://tcgplayer-cdn.tcgplayer.com/product/89466_200w.jpg,3,1391,https://cpt.tcgcsv.com/lPK,2023-11-14T21:37:21.893,1,32/99,Rare,Darkness,60,Basic,"Keystone Seal - As long as Spiritomb is your Active Pokemon, each player can't play any Trainer cards from his or her hand.  (Poke-BODY)","[0] Darkness Grace - Search your deck for a card that evolves from 1 of your Pokemon and put it onto that Pokemon.  (This counts as evolving that Pokemon.)  If you do, put 1 damage counter on Spiritomb.  Shuffle your deck afterward.",,C-20,1,4.95,6.09,8.5,5.63,,Normal,[D] Will-o'-the-wisp (10),,
89466,Spiritomb,Spiritomb,https://tcgplayer-cdn.tcgplayer.com/product/89466_200w.jpg,3,1391,https://cpt.tcgcsv.com/lPK,2023-11-14T21:37:21.893,1,32/99,Rare,Darkness,60,Basic,"Keystone Seal - As long as Spiritomb is your Active Pokemon, each player can't play any Trainer cards from his or her hand.  (Poke-BODY)","[0] Darkness Grace - Search your deck for a card that evolves from 1 of your Pokemon and put it onto that Pokemon.  (This counts as evolving that Pokemon.)  If you do, put 1 damage counter on Spiritomb.  Shuffle your deck afterward.",,C-20,1,7.77,8.49,13.89,9.41,,Reverse Holofoil,[D] Will-o'-the-wisp (10),,
89674,Swalot,Swalot,https://tcgplayer-cdn.tcgplayer.com/product/89674_200w.jpg,3,1391,https://cpt.tcgcsv.com/vTK,2023-11-14T21:28:49.637,1,9/99,Holo Rare,Psychic,100,Stage 1,,"[P] Damage Roller - Put damage counters on the Defending Pokemon until the Defending Pokemon has the same remaining HP as Swalot.  (If the Defending Pokemon has the same or less remaining HP as Swalot, this attack does nothing.)",P+20,,3,1.75,2.83,96.95,3.23,19.97,Holofoil,"[1PP] Entangle Tackle (50+) You may do 50 damage plus 30 more damage.  If you do, this attack does 30 damage to 1 of your Pokemon, and don't apply Weakness and Resistance to this damage.",,
89674,Swalot,Swalot,https://tcgplayer-cdn.tcgplayer.com/product/89674_200w.jpg,3,1391,https://cpt.tcgcsv.com/vTK,2023-11-14T21:28:49.637,1,9/99,Holo Rare,Psychic,100,Stage 1,,"[P] Damage Roller - Put damage counters on the Defending Pokemon until the Defending Pokemon has the same remaining HP as Swalot.  (If the Defending Pokemon has the same or less remaining HP as Swalot, this attack does nothing.)",P+20,,3,1.18,2.22,5.0,3.11,,Reverse Holofoil,"[1PP] Entangle Tackle (50+) You may do 50 damage plus 30 more damage.  If you do, this attack does 30 damage to 1 of your Pokemon, and don't apply Weakness and Resistance to this damage.",,
89746,Tangela (76),Tangela 76,https://tcgplayer-cdn.tcgplayer.com/product/89746_200w.jpg,3,1391,https://cpt.tcgcsv.com/XVK,2025-11-11T21:13:53.767,1,76/99,Common,Grass,70,Basic,,[1] Absorb (10) Remove 1 damage counter from Tangela.,R+10,W-20,2,0.05,0.27,1.45,0.33,0.29,Normal,[1G] Sleep Powder (20) The Defending Pokemon is now Asleep.,,
89746,Tangela (76),Tangela 76,https://tcgplayer-cdn.tcgplayer.com/product/89746_200w.jpg,3,1391,https://cpt.tcgcsv.com/XVK,2025-11-11T21:13:53.767,1,76/99,Common,Grass,70,Basic,,[1] Absorb (10) Remove 1 damage counter from Tangela.,R+10,W-20,2,0.72,0.97,5.03,2.97,0.96,Reverse Holofoil,[1G] Sleep Powder (20) The Defending Pokemon is now Asleep.,,
89747,Tangela (77),Tangela 77,https://tcgplayer-cdn.tcgplayer.com/product/89747_200w.jpg,3,1391,https://cpt.tcgcsv.com/ZVK,2023-11-14T21:47:59.84,1,77/99,Common,Grass,60,Basic,,[1] Collect - Draw a card.,R+10,W-20,1,0.09,0.3,1.49,0.39,,Normal,"[2G] Stun Spore (30) Flip a coin.  If heads, the Defending Pokemon is now Paralyzed.",,
89747,Tangela (77),Tangela 77,https://tcgplayer-cdn.tcgplayer.com/product/89747_200w.jpg,3,1391,https://cpt.tcgcsv.com/ZVK,2023-11-14T21:47:59.84,1,77/99,Common,Grass,60,Basic,,[1] Collect - Draw a card.,R+10,W-20,1,0.25,1.07,2.74,2.3,,Reverse Holofoil,"[2G] Stun Spore (30) Flip a coin.  If heads, the Defending Pokemon is now Paralyzed.",,
89753,Tangrowth,Tangrowth,https://tcgplayer-cdn.tcgplayer.com/product/89753_200w.jpg,3,1391,https://cpt.tcgcsv.com/5WK,2025-11-11T21:14:24.993,1,10/99,Holo Rare,Grass,110,Stage 1,,"[1G] Leaf Guard (30) During your opponent's next turn, any damage done to Tangrowth by attacks is reduced by 20 (after applying Weakness and Resistance).",R+30,W-20,3,2.21,3.52,19.99,3.59,3.21,Holofoil,"[2GG] Swallow Up (50) Before doing damage, count the number of remaining HP of the Defending Pokemon and Tangrowth.  If the Defending Pokemon has fewer remaining HP than Tangrowth's, this attack does 120 damage instead.",,
89753,Tangrowth,Tangrowth,https://tcgplayer-cdn.tcgplayer.com/product/89753_200w.jpg,3,1391,https://cpt.tcgcsv.com/5WK,2025-11-11T21:14:24.993,1,10/99,Holo Rare,Grass,110,Stage 1,,"[1G] Leaf Guard (30) During your opponent's next turn, any damage done to Tangrowth by attacks is reduced by 20 (after applying Weakness and Resistance).",R+30,W-20,3,1.18,1.54,7.69,2.19,,Reverse Holofoil,"[2GG] Swallow Up (50) Before doing damage, count the number of remaining HP of the Defending Pokemon and Tangrowth.  If the Defending Pokemon has fewer remaining HP than Tangrowth's, this attack does 120 damage instead.",,
89757,Tangrowth Lv.X,Tangrowth LvX,https://tcgplayer-cdn.tcgplayer.com/product/89757_200w.jpg,3,1391,https://cpt.tcgcsv.com/9WK,2023-11-14T21:50:56.357,1,99/99,Ultra Rare,Grass,130,Level Up,"Healing Growth - Once during your turn (before your attack), you may flip a coin.  If heads, remove 4 damage counters from 1 of your Pokemon.  This power can't be used if Tangrowth is affected by a Special Condition.  (Poke-POWER)",[G] Big Growth - Search your discard pile for as many G Energy cards as you like and attach them to your Pokemon in any way you like.,Rx2,W-20,3,28.25,32.95,99.99,28.25,99.99,Holofoil,,,
90009,Toxicroak,Toxicroak,https://tcgplayer-cdn.tcgplayer.com/product/90009_200w.jpg,3,1391,https://cpt.tcgcsv.com/c0L,2023-11-14T21:29:03.19,1,11/99,Holo Rare,Fighting,90,Stage 1,,[F] Corner (20) The Defending Pokemon can't retreat during your opponent's next turn.,P+20,,1,1.76,2.81,8.99,2.63,,Holofoil,"[2] Convert Blow (30+) If Toxicroak has any P Energy attached to it, the Defending Pokemon is now Poisoned.  If Toxicroak has any F Energy attached to it, this attack does 30 damage plus 30 more damage.",,
90009,Toxicroak,Toxicroak,https://tcgplayer-cdn.tcgplayer.com/product/90009_200w.jpg,3,1391,https://cpt.tcgcsv.com/c0L,2023-11-14T21:29:03.19,1,11/99,Holo Rare,Fighting,90,Stage 1,,[F] Corner (20) The Defending Pokemon can't retreat during your opponent's next turn.,P+20,,1,2.07,5.0,7.0,5.79,,Reverse Holofoil,"[2] Convert Blow (30+) If Toxicroak has any P Energy attached to it, the Defending Pokemon is now Poisoned.  If Toxicroak has any F Energy attached to it, this attack does 30 damage plus 30 more damage.",,
90041,Treecko (78),Treecko 78,https://tcgplayer-cdn.tcgplayer.com/product/90041_200w.jpg,3,1391,https://cpt.tcgcsv.com/R0L,2023-11-14T21:48:05.533,1,78/99,Common,Grass,60,Basic,,"[2] Tail Crush (20+) Flip a coin.  If heads, this attack does 20 damage plus 10 more damage.",R+10,W-20,1,0.2,0.5,9.38,0.98,1.08,Normal,,,
90041,Treecko (78),Treecko 78,https://tcgplayer-cdn.tcgplayer.com/product/90041_200w.jpg,3,1391,https://cpt.tcgcsv.com/R0L,2023-11-14T21:48:05.533,1,78/99,Common,Grass,60,Basic,,"[2] Tail Crush (20+) Flip a coin.  If heads, this attack does 20 damage plus 10 more damage.",R+10,W-20,1,6.5,6.5,7.45,15.89,,Reverse Holofoil,,,
90042,Treecko (79),Treecko 79,https://tcgplayer-cdn.tcgplayer.com/product/90042_200w.jpg,3,1391,https://cpt.tcgcsv.com/S0L,2023-11-14T21:48:11.513,1,79/99,Common,Grass,60,Basic,,[1] Pound (10),R+10,W-20,1,0.2,0.41,1.61,0.62,,Normal,[1G] Slash (20),,
90042,Treecko (79),Treecko 79,https://tcgplayer-cdn.tcgplayer.com/product/90042_200w.jpg,3,1391,https://cpt.tcgcsv.com/S0L,2023-11-14T21:48:11.513,1,79/99,Common,Grass,60,Basic,,[1] Pound (10),R+10,W-20,1,4.0,8.55,13.1,7.99,,Reverse Holofoil,[1G] Slash (20),,
90133,Ultimate Zone,Ultimate Zone,https://tcgplayer-cdn.tcgplayer.com/product/90133_200w.jpg,3,1391,https://cpt.tcgcsv.com/H3L,2023-11-14T21:50:01.033,1,91/99,Uncommon,Stadium,0,Stadium,"This card stays in play when you play it.  Discard this card if another Stadium card comes into play.  If another card with the same name is in play, you can't play this card.","During each player's turn, the player may move an Energy card attached to 1 of his or her Benched Pokemon to his or her Active Arceus as often as he or she likes.",,,,0.14,0.3,1.55,0.4,0.14,Normal,,,
90133,Ultimate Zone,Ultimate Zone,https://tcgplayer-cdn.tcgplayer.com/product/90133_200w.jpg,3,1391,https://cpt.tcgcsv.com/H3L,2023-11-14T21:50:01.033,1,91/99,Uncommon,Stadium,0,Stadium,"This card stays in play when you play it.  Discard this card if another Stadium card comes into play.  If another card with the same name is in play, you can't play this card.","During each player's turn, the player may move an Energy card attached to 1 of his or her Benched Pokemon to his or her Active Arceus as often as he or she likes.",,,,0.69,1.03,2.69,2.2,,Reverse Holofoil,,,
90610,Wingull (80),Wingull 80,https://tcgplayer-cdn.tcgplayer.com/product/90610_200w.jpg,3,1391,https://cpt.tcgcsv.com/dgL,2023-11-14T21:48:29.997,1,80/99,Common,Water,40,Basic,,[1] Glide (10),L+10,F-20,1,0.11,0.26,1.39,0.26,0.2,Normal,"[1W] Slashing Strike (30) During your next turn, Wingull can't use Slashing Strike.",,
90610,Wingull (80),Wingull 80,https://tcgplayer-cdn.tcgplayer.com/product/90610_200w.jpg,3,1391,https://cpt.tcgcsv.com/dgL,2023-11-14T21:48:29.997,1,80/99,Common,Water,40,Basic,,[1] Glide (10),L+10,F-20,1,0.7,0.99,4.95,1.54,,Reverse Holofoil,"[1W] Slashing Strike (30) During your next turn, Wingull can't use Slashing Strike.",,
90611,Wingull (81),Wingull 81,https://tcgplayer-cdn.tcgplayer.com/product/90611_200w.jpg,3,1391,https://cpt.tcgcsv.com/fgL,2023-11-14T21:48:40.593,1,81/99,Common,Water,50,Basic,,[W] Rain Splash (20),L+10,F-20,1,0.02,0.29,1.46,0.3,,Normal,,,
90611,Wingull (81),Wingull 81,https://tcgplayer-cdn.tcgplayer.com/product/90611_200w.jpg,3,1391,https://cpt.tcgcsv.com/fgL,2023-11-14T21:48:40.593,1,81/99,Common,Water,50,Basic,,[W] Rain Splash (20),L+10,F-20,1,0.99,1.34,96.95,2.5,1.14,Reverse Holofoil,,,
90641,Wormadam Plant Cloak,Wormadam Plant Cloak,https://tcgplayer-cdn.tcgplayer.com/product/90641_200w.jpg,3,1391,https://cpt.tcgcsv.com/RgL,2023-11-14T21:42:57.493,1,49/99,Uncommon,Grass,80,Stage 1,,[G] Magical Needle (20) Remove 2 damage counters from 1 of your Benched Pokemon.,R+20,,1,0.07,0.34,1.0,0.37,,Normal,"[2G] Cloak Scale (50) If you have Wormadam Sandy Cloak in play, the Defending Pokemon is now Burned, Confused, and Poisoned.",,
90641,Wormadam Plant Cloak,Wormadam Plant Cloak,https://tcgplayer-cdn.tcgplayer.com/product/90641_200w.jpg,3,1391,https://cpt.tcgcsv.com/RgL,2023-11-14T21:42:57.493,1,49/99,Uncommon,Grass,80,Stage 1,,[G] Magical Needle (20) Remove 2 damage counters from 1 of your Benched Pokemon.,R+20,,1,0.4,0.78,96.95,0.77,48.68,Reverse Holofoil,"[2G] Cloak Scale (50) If you have Wormadam Sandy Cloak in play, the Defending Pokemon is now Burned, Confused, and Poisoned.",,
90644,Wormadam Sandy Cloak,Wormadam Sandy Cloak,https://tcgplayer-cdn.tcgplayer.com/product/90644_200w.jpg,3,1391,https://cpt.tcgcsv.com/VgL,2023-11-14T21:43:05.83,1,50/99,Uncommon,Fighting,90,Stage 1,,[F] Hang Down (30),R+20,L-20,1,0.09,0.33,5.0,0.33,,Normal,"[2F] Cloak Headbutt (60+) If you have Wormadam Trash Cloak in play, this attack does 60 damage plus 30 more damage.",,
90644,Wormadam Sandy Cloak,Wormadam Sandy Cloak,https://tcgplayer-cdn.tcgplayer.com/product/90644_200w.jpg,3,1391,https://cpt.tcgcsv.com/VgL,2023-11-14T21:43:05.83,1,50/99,Uncommon,Fighting,90,Stage 1,,[F] Hang Down (30),R+20,L-20,1,0.65,0.84,5.95,0.88,0.75,Reverse Holofoil,"[2F] Cloak Headbutt (60+) If you have Wormadam Trash Cloak in play, this attack does 60 damage plus 30 more damage.",,
90646,Wormadam Trash Cloak,Wormadam Trash Cloak,https://tcgplayer-cdn.tcgplayer.com/product/90646_200w.jpg,3,1391,https://cpt.tcgcsv.com/XgL,2023-11-14T21:43:17.89,1,51/99,Uncommon,Metal,90,Stage 1,,"[M] Choose 1 of your opponent's Pokemon.  This attack does 10 damage to that Pokemon.  If you have Wormadam Plant Cloak in play, this attack does 40 damage to that Pokemon instead.  (Don't apply Weakness and Resistance for Benched Pokemon.)",R+20,P-20,1,0.14,0.39,1.06,0.46,,Normal,"[2] Serve Trash (30) You may search your opponent's discard pile for any 1 card, show it to your opponent, and put it on top of his or her deck.",,
90646,Wormadam Trash Cloak,Wormadam Trash Cloak,https://tcgplayer-cdn.tcgplayer.com/product/90646_200w.jpg,3,1391,https://cpt.tcgcsv.com/XgL,2023-11-14T21:43:17.89,1,51/99,Uncommon,Metal,90,Stage 1,,"[M] Choose 1 of your opponent's Pokemon.  This attack does 10 damage to that Pokemon.  If you have Wormadam Plant Cloak in play, this attack does 40 damage to that Pokemon instead.  (Don't apply Weakness and Resistance for Benched Pokemon.)",R+20,P-20,1,0.5,1.21,2.41,1.3,,Reverse Holofoil,"[2] Serve Trash (30) You may search your opponent's discard pile for any 1 card, show it to your opponent, and put it on top of his or her deck.",,
90726,Zapdos G,Zapdos G,https://tcgplayer-cdn.tcgplayer.com/product/90726_200w.jpg,3,1391,https://cpt.tcgcsv.com/xjL,2023-11-14T21:29:15.587,1,12/99,Holo Rare,Lightning,90,Basic,,"[1] Charge Beam (10) Flip a coin.  If heads, search your discard pile for an Energy card and attach it to Zapdos G.",Lx2,F-20,2,12.57,16.09,39.63,12.83,,Holofoil,"[1LL] Lightning Strike (40) You may discard all L Energy attached to Zapdos G.  If you do, this attack's base damage is 80 instead of 40.",,
90726,Zapdos G,Zapdos G,https://tcgplayer-cdn.tcgplayer.com/product/90726_200w.jpg,3,1391,https://cpt.tcgcsv.com/xjL,2023-11-14T21:29:15.587,1,12/99,Holo Rare,Lightning,90,Basic,,"[1] Charge Beam (10) Flip a coin.  If heads, search your discard pile for an Energy card and attach it to Zapdos G.",Lx2,F-20,2,4.33,11.81,23.43,23.0,,Reverse Holofoil,"[1LL] Lightning Strike (40) You may discard all L Energy attached to Zapdos G.  If you do, this attack's base damage is 80 instead of 40.",,
98593,Arceus Booster Box,Arceus Booster Box,https://tcgplayer-cdn.tcgplayer.com/product/98593_200w.jpg,3,1391,https://cpt.tcgcsv.com/TrP,2024-02-12T18:23:42.04,1,,,,,,"Before Time Began... Perfection Existed
<br>Stepping out of ancient times comes a Pokémon so mighty that legends say it shaped the universe itself! The Pokémon TCG: Platinum—Arceus expansion introduces the Alpha Pokémon Arceus and its multiple Energy types. So, harness and wield this awesome power or rise to its incredible challenge! Capture previously unseen Pokémon LV.X to aid you in this titanic struggle, and turn the tide of battle with all-new Trainer and Stadium cards. Prepare to face your greatest test...
<br>• Each Platinum: Arceus - booster box contains 36 booster packs.
<br>• Each Platinum: Arceus - booster pack contains 10 randomly inserted game cards.
<br>Cards vary by pack. Packs may vary by products.",,,,,,,,,,,,,820650115103
98594,Arceus Booster Pack,Arceus Booster Pack,https://tcgplayer-cdn.tcgplayer.com/product/98594_200w.jpg,3,1391,https://cpt.tcgcsv.com/VrP,2024-02-12T18:30:14,1,,,,,,"Before Time Began... Perfection Existed
<br>Stepping out of ancient times comes a Pokémon so mighty that legends say it shaped the universe itself! The Pokémon TCG: Platinum—Arceus expansion introduces the Alpha Pokémon Arceus and its multiple Energy types. So, harness and wield this awesome power or rise to its incredible challenge! Capture previously unseen Pokémon LV.X to aid you in this titanic struggle, and turn the tide of battle with all-new Trainer and Stadium cards. Prepare to face your greatest test...
<br>• Each Platinum: Arceus - booster pack contains 10 randomly inserted game cards.
<br>Cards vary by pack. Packs may vary by products.",,,,,,,,,,,,,0820650105104
485829,Arceus Collector's Tin [Green],Arceus Collectors Tin Green,https://tcgplayer-cdn.tcgplayer.com/product/485829_200w.jpg,3,1391,https://cpt.tcgcsv.com/ClV5,2024-02-12T18:31:09.06,1,,,,,,"Get in on the beginning of amazing battles with the Pokémon TCG: Arceus Collector's Tin!
<br>Begin your collection with real power or create an amazing deck with the alpha Pokémon Arceus!
<br>The specially designed Pokémon Trading Card Game: Arceus Collector's Tin contains a spectacular foil Arceus LV.X card plus four booster packs to shape your TCG world. Every game is your best game ever when you play the Pokémon Trading Card Game!
<br>This Collector's Tin (Arceus Lv. X) contains:

<br>• 4 Booster Packs <em>(Each booster pack contains 10 randomly inserted game cards.)</em>
<br>• A specially selected foil Arceus LV.X card
<br>• A great window design for displaying your favorite card!


<br>Cards vary by pack. Booster pack packaging varies by product.",,,,,,,,,,,,,820650103773
485830,Arceus Collector's Tin [Blue],Arceus Collectors Tin Blue,https://tcgplayer-cdn.tcgplayer.com/product/485830_200w.jpg,3,1391,https://cpt.tcgcsv.com/DlV5,2024-02-12T18:32:12.027,1,,,,,,"Get in on the beginning of amazing battles with the Pokémon TCG: Arceus Collector's Tin!
<br>Begin your collection with real power or create an amazing deck with the alpha Pokémon Arceus!
<br>The specially designed Pokémon Trading Card Game: Arceus Collector's Tin contains a spectacular foil Arceus LV.X card plus four booster packs to shape your TCG world. Every game is your best game ever when you play the Pokémon Trading Card Game!
<br>This Collector's Tin (Arceus Lv. X) contains:

<br>• 4 Booster Packs <em>(Each booster pack contains 10 randomly inserted game cards.)</em>
<br>• A specially selected foil Arceus LV.X card
<br>• A great window design for displaying your favorite card!


<br>Cards vary by pack. Booster pack packaging varies by product.",,,,,,,,,,,,,820650103773
617025,Arceus Blister Pack,Arceus Blister Pack,https://tcgplayer-cdn.tcgplayer.com/product/617025_200w.jpg,3,1391,https://cpt.tcgcsv.com/wQX6,2025-02-05T17:50:36.567,1,,,,,,"Before Time Began... Perfection Existed
<br>Stepping out of ancient times comes a Pokémon so mighty that legends say it shaped the universe itself! The Pokémon TCG: Platinum—Arceus expansion introduces the Alpha Pokémon Arceus and its multiple Energy types. So, harness and wield this awesome power or rise to its incredible challenge! Capture previously unseen Pokémon LV.X to aid you in this titanic struggle, and turn the tide of battle with all-new Trainer and Stadium cards. Prepare to face your greatest test...
<br>• Each Platinum: Arceus - booster pack contains 10 randomly inserted game cards.
<br>Cards vary by pack. Packs may vary by products.",,,,,,,,,,,,,0820650105128
